"X","time","Flow_intake","Flow_TSG","Conductivity_S_m","Fluorescence","FluorescenceUV","O2Concentration_ml_L","pH","salinity_PSU","Temperature_TSG_ITS_90","latitude","longitude"
135,"2024-10-09 05:00:00",999,18.1754064987464,3.73473124864306,3.27838169650245,1.94748169650245,11.5157454887694,8.084,32.4313474495126,11.9914511621329,43.3931820833328,68.7030770916699
136,"2024-10-09 06:00:00",999,18.2,3.785196,4.28665257133885,1.94754758955911,5.10569853711829,8.092,32.5055472694515,12.4649580036033,43.3565394873204,68.9402294451136
137,"2024-10-09 07:00:00",999,18.2,3.99783718723093,1.1845322104359,2.1368,5.02204507306463,8.10151354615122,32.0035897049251,15.4023938471069,43.3281137282282,69.1060709204205
138,"2024-10-09 08:00:00",999,18.2,4.06154431812838,1.31253409404826,1.98412196865058,5.0782312647436,8.14400720283626,31.7222992797164,16.4507037935249,43.3218095720713,69.1494762837885
139,"2024-10-09 09:00:00",999,18.1570570598521,3.99863568894342,1.62996205109736,1.97792410219473,2.62379200623581,8.15,31.9989527995092,15.4168483122836,43.2864558193199,69.3773337509145
140,"2024-10-09 10:00:00",999,18.1559602677762,4.011947,1.50805679325722,1.9658,12.4928044326197,8.141,32.137348545051,15.3928519787307,43.2577654503334,69.5575277268335
141,"2024-10-09 11:00:00",999,18.1,4.011348,1.6663522555962,1.9658,5.29462692874413,8.136,32.1274016255381,15.3985081577234,43.2567522733329,69.5658776600032
142,"2024-10-09 12:00:00",999,18.2,3.999684,2.00254741599525,1.88640109319422,5.64060921315766,8.151,32.2208480119185,15.1571727037909,43.2227532596671,69.7845529478306
143,"2024-10-09 13:00:00",999,17.9430320152139,3.839799,3.77847973083149,2.5825040538337,4.89518212773862,8.073,32.0355051174017,13.6213886032479,43.1868023833334,70.0068257006663
144,"2024-10-09 14:00:00",999,18.0653653722695,3.84393797039384,2.1734,2.5519,4.14975504231958,8.069,32.0785455490986,13.6159174214948,43.1860764231667,70.0096469436666
145,"2024-10-09 15:00:00",999,18.2,3.91554211921902,1.65461836381997,2.38721836381997,5.28243935108264,8.112,31.9720606721477,14.5357594078124,43.1658095166664,70.1911732310024
146,"2024-10-09 16:00:00",999,18.1250250232094,3.90073744068845,2.90024776967019,2.9122159232234,5.67696833323512,8.092,31.5775642528553,14.8545029685914,43.1560008333333,70.2719582243331
147,"2024-10-09 17:00:00",999,17.5231706764522,3.93857895048754,1.72693872740338,2.3321,3.92341301614125,8.116,31.9985449275631,14.7576220813366,43.0953766906647,70.1481991919963
148,"2024-10-09 18:00:00",999,18.1154154186883,3.84352913142664,1.91073335981372,2.1245,5.16159283449786,8.099,32.6645529811546,12.9228605723986,43.0333771409743,70.0082362687687
149,"2024-10-09 19:00:00",999,17.8313543703482,3.8877856550244,1.83190887029068,2.00793501886607,2.40129912871987,8.143,32.3706731888334,13.7524838370262,43.0244105900914,69.9579329764827
150,"2024-10-09 20:00:00",999,18.0821155180486,3.9902625097026,1.37341818371681,1.87998487713621,3.16380595237857,8.143,32.2261455291078,15.0479189717992,42.9802524899988,69.7250004774924
151,"2024-10-09 21:00:00",999,18.0702702894274,4.048634,1.12369654881451,1.99059654881451,5.11096636486774,8.138,31.8909,16.09813,42.9546669264263,69.5572729264263
152,"2024-10-09 22:00:00",999,18.0977999925613,4.05361620529817,1.0379,1.97846762992306,5.11928523398959,8.133,31.8414,16.2144193698591,42.956431864865,69.5432228583588
153,"2024-10-09 23:00:00",999,18.1,4.05221210235463,0.971394099534947,2.0024,5.20314349369688,8.13540517765916,31.8559734497446,16.18086264304,42.9150968500008,69.3185064583375
154,"2024-10-10",999,18.3047974496836,4.08936659783279,1.2151534015843,1.9355534015843,5.04305758040632,8.14,31.6464562311865,16.8516197471414,42.8757905016832,69.1077854545446
